BioSamples,Tissue,Chemotype,Cultivar,Treatment,Pubmed,BioProject,Instrument,Layout,Selection_method,SRA_sample,SRA_study,Study_title,Study_abstract,Date,Origin
SAMN38024635,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308443,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024634,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308442,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024633,Stem,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308441,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024632,Stem,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308440,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024631,Stem,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308439,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024630,Stem,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308438,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024674,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308437,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024673,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308436,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024672,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308435,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024671,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308434,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024670,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308433,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024669,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308432,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024624,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308431,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024668,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308430,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024667,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308429,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024666,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308428,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024665,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308427,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024664,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308426,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024663,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308425,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024662,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308424,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024661,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308423,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024660,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308422,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024659,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308421,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024623,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308420,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024658,Stem,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308419,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024657,Stem,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308418,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024656,Stem,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308417,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024655,Stem,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308416,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024654,Stem,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308415,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024653,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308414,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024652,Leaf,Type III,Felina32,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308413,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024629,Stem,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308412,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024620,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308411,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN38024619,Leaf,Type III,Finola,NA,NA,PRJNA956491,Illumina NovaSeq 6000,PAIRED,PolyA,SRS19308410,SRP432958,QTL mapping of photoperiod insensitivity in Cannabis,"Whole genome sequencing of parents of a mapping population, 'FINOLA' and 'Felina 32', their F1 and bulked early/late F2 and F3 individuals.",2023-10-31 00:06:15,Ireland:Dublin
SAMN37577907,Leaf,Type III,Longma 5,6-BA 120,NA,PRJNA1021996,BGISEQ-500,PAIRED,cDNA,SRS19015195,SRP463901,The effect of cytokinin on hemp leaves,Study on the Molecular Mechanism of Different Concentrations of 6-BA on Hemp Leaves,2023-09-29 17:27:58,China:Heilongjiang
SAMN37577906,Leaf,Type III,Longma 5,6-BA 120,NA,PRJNA1021996,BGISEQ-500,PAIRED,cDNA,SRS19015193,SRP463901,The effect of cytokinin on hemp leaves,Study on the Molecular Mechanism of Different Concentrations of 6-BA on Hemp Leaves,2023-09-29 17:27:58,China:Heilongjiang
SAMN37577905,Leaf,Type III,Longma 5,6-BA 120,NA,PRJNA1021996,BGISEQ-500,PAIRED,cDNA,SRS19015194,SRP463901,The effect of cytokinin on hemp leaves,Study on the Molecular Mechanism of Different Concentrations of 6-BA on Hemp Leaves,2023-09-29 17:27:57,China:Heilongjiang
SAMN37577904,Leaf,Type III,Longma 5,6-BA 60,NA,PRJNA1021996,BGISEQ-500,PAIRED,cDNA,SRS19015191,SRP463901,The effect of cytokinin on hemp leaves,Study on the Molecular Mechanism of Different Concentrations of 6-BA on Hemp Leaves,2023-09-29 17:27:57,China:Heilongjiang
SAMN37577903,Leaf,Type III,Longma 5,6-BA 60,NA,PRJNA1021996,BGISEQ-500,PAIRED,cDNA,SRS19015192,SRP463901,The effect of cytokinin on hemp leaves,Study on the Molecular Mechanism of Different Concentrations of 6-BA on Hemp Leaves,2023-09-29 17:27:57,China:Heilongjiang
